safegraph_place_id,latitude,longitude,location_name,street_address,raw_visit_counts,distance_from_home,weighted_visit_counts,count_home_cbgs,visits_top_10_hours
sg:cb97e9d8131a40c9b676f4ba33777cc6,40.064313,-75.17319,Happy Hill Learning Center,7909 Stenton Ave,15,3847.0,2985.0,2,1.1
sg:d9fee54dc9ef4cca9ab0bef3252d6773,40.009133,-75.102796,Sosa Food Market,4062 L St,40,2634.0,3140.0,3,1.6
sg:da79b4336613436782d546b3002ffadb,39.983573,-75.129369,Franny Lou's Porch,2400 Coral St,21,2514.0,1785.0,1,1.2
sg:e5fa887c9942406ea177d38b983a400f,40.032044,-75.060142,Valentina beauty studio,3001 Hellerman St,26,2246.0,5395.0,1,1.3
sg:e96018edf6fc4c5ebfd0d5a532836660,39.910589,-75.22079599999998,Spring Garden Fruit & Produce,6700 Essington Ave,59,25751.0,1239.0,7,2.6
sg:f720c6d4a8ec465eb0084b4c5d9f0afc,40.006452,-75.096537,Juniata Meats,3908 Kensington Ave,75,2440.0,1125.0,11,3.2
sg:05b41aa93ce547bc93444c2d03999071,39.920991,-75.164401,Bomb Bomb,1026 Wolf St,14,6193.0,980.0,1,1.2
sg:2dfafb456d484ff589e2102c929e02d8,39.923048,-75.172783,ShapelyGirl Fitness Center,2201 S 16th St Guerin Rec Ctr,39,2354.0,6006.0,4,1.5
sg:4820a4d686664392bcd059c2783031c2,39.939643,-75.177296,Tozuda,2025 Washington Ave,17,,2091.0,2,1.2
sg:59cbc2fa65554781ac40d9f9f3918644,39.985174,-75.08944,Auto Trans,2955 E Venango St,11,12122.0,264.0,1,1.0
sg:5d765fffb4364ed0aa6c87e744505e0b,40.04432,-75.179528,Free Library of Phila,74 Washington Ln,37,3378.0,1517.0,3,2.0
sg:77452f3e2cc74989886ceca715b7fe2d,39.968531,-75.176948,Bad Brother,726 N 24th St,29,1723.0,3248.0,6,1.4
sg:a69da1b608844172b4c605fe33240dff,40.101872,-75.020989,Ann Kids,10100 Jamison Ave,43,2503.0,4042.0,4,1.6
sg:a9b4b404ae194abd9baa7fa77617168d,39.989705,-75.133317,Cosan Grocery Store,159 W Huntingdon St,23,3108.0,483.0,1,1.3
sg:b8d884bfc87b4e2b85841df3072dd25a,39.936854,-75.15648,Bibou,1009 S 8th St,21,13783.0,651.0,2,1.2
sg:cdad777c86f7430b903e61dce55abe5e,39.92254000000001,-75.145776,Snyder Plaza,25 Snyder Ave,763,2462.0,16023.0,105,17.4
sg:e1d89c1089414f57aecd3c5df0d56ab7,39.88792,-75.17811,Urban Shop 543,5000 S Broad St,21,12783.0,210.0,4,1.5
sg:e5756dc81d9e41e1ac6dc0b716641b2e,40.007497,-75.16028100000003,New Beginnings Head Start,1907 W Tioga St,14,,1085.0,2,1.1
sg:e58e632ac4a3421b9e4dc6fbb2ea5075,40.020783,-75.068164,Erdrick Food Market,5456 Erdrick St,51,1673.0,867.0,2,1.7
sg:e8c860aa88514b7f90bf43f0feac9a0e,40.056316,-75.045567,Boulevard Dermatology,8001 Roosevelt Blvd Ste 307,13,,11947.0,1,1.3
sg:f51b36f0ad4f478f8fc05c76b4b6c787,39.931943,-75.226697,Value Beverage,5901 Woodland Ave,14,805.0,91.0,1,1.0
sg:049b0d63dc054221877c84383aa62ee7,40.06100900000001,-75.136774,Reliant Renal Care Cheltenham,7107 Old York Rd,10,8650.0,1870.0,1,1.0
sg:0951b732d2e74dfd88c5d5da01aacb4d,39.97948,-75.234916,Save-A-Lot,5610 Lancaster Ave,64,945.0,1088.0,12,2.4
sg:0a6685a78e254dc2800be2f0e9148f4b,40.055045,-75.126024,Cafe Soho,468 W Cheltenham Ave,28,6118.0,364.0,1,1.4
sg:0c3186388acc4de78d9ca05f622c667b,40.062844,-75.235285,Amerikick,8500 Henry Ave,14,3797.0,140.0,1,1.0
sg:10e2df3d39314134889e64b345ab6573,39.977684,-75.174182,Educationworks At Gen John F Reynolds School,1429 N 24th St,18,1591.0,315.0,2,1.1
sg:197ceed556a74ffc8a3bc10320c1eb2f,39.983304,-75.244241,Hunan Palace,6118 Lancaster Ave,13,807.0,247.0,3,1.0
sg:3f80571b94634ff989244dc3108c959e,40.038074,-75.170121,Cohen Dicks Auto Repair,5561 Baynton St,23,8940.0,966.0,1,1.2
sg:504d2fef0605478a99de04bfb572b405,40.031539,-75.041466,Kiddie Kottage,4343 Princeton Ave,21,9038.0,4641.0,2,1.3
sg:56de410eea9c4e048e5230ad66456363,40.033769,-75.219667,The Salvation Army Family Store &amp Donation Center,4555 Pechin St,16,4086.0,192.0,1,1.1
sg:7b095224826549718aa2f786e0c0f6f8,40.10942100000001,-75.048529,Appel Orthodontics,211 Geiger Rd Ste A,20,7423.0,850.0,2,1.6
sg:a73935118ced41fa85f92c11d55b6f9f,40.078783,-75.027215,Bubbakoo's Burritos,2550 Grant Ave,11,7743.0,209.0,1,1.1
sg:aa59f4e8c0ce49d08012d0d71f77aab6,40.018767,-75.082247,Mico's Wonderland Daycare,4832 Frankford Ave,39,4045.0,12519.0,1,2.2
sg:b393dec4341443509a63399ab7980ec9,39.991945,-75.14139899999998,Reyes Appliances 2,526 W Lehigh Ave,38,2555.0,1045.0,1,1.3
sg:c4def475091141b5aa600bd27900d827,39.888623,-75.230918,Hawthorn Suites by Wyndham,7890 Penrose Ave,20,19823.0,2390.0,3,1.4
sg:cdd6452058934c73b40665ce18343c64,39.917287,-75.245713,Mt Sinai Church of God In Christ,7282 Woodland Ave,24,1423.0,2616.0,1,1.1
sg:07e763cc46cd406292d01d4b2cdc25a5,39.954081,-75.14307600000002,Coral Homes,205 Race St Apt 16B,14,9011.0,140.0,1,1.0
sg:0bc7b6ff18fb4f14ba591db4cc231375,40.042346,-75.172045,Lotus Academy,340 E Haines St,10,7259.0,1445.0,2,1.0
sg:0e64e2b631304095987473b8f8ce0cf6,40.030346,-75.054778,Roll's Auto Sales,6547 Frankford Ave,11,6922.0,110.0,3,1.0
sg:0ec9461395e449e58ae34e2a3edbaac5,40.083009,-75.23244100000002,The Cedars House,200 W Northwestern Ave,28,6362.0,336.0,2,1.5
sg:1dbe8271b2184d77bb232880b5371fdc,40.031363,-75.182456,Save-A-Lot,5834 Pulaski Ave,110,1940.0,1980.0,23,3.5
sg:254912ea5d3148b4a5109eb2c505f4ab,39.922902,-75.159587,Fat Joe's,1612 S Columbus Blvd,17,1362.0,493.0,1,1.2
sg:3419aa1364874f71b953c1c4530c4337,39.961647,-75.197796,Tiberino Museum,3819 Hamilton St,26,15715.0,1716.0,3,1.5
sg:3661954322b8446f87f9f0c6100da0d0,40.05106,-74.996398,Affordable Home Remodeling,9314 Hegerman St,11,7544.0,1562.0,1,1.0
sg:4a29603d5b52473589272ea3aeffa000,40.093135,-75.03202900000002,Baskin Robbins,9834 Bustleton Ave,64,2461.0,704.0,13,2.3
sg:588660ff8ba248b9bd3ea349176ab33f,39.996049,-75.092849,Dunkin',2300 E Butler St,108,2843.0,1080.0,17,2.5
sg:683fdc9a4437486aaf4efa589661ac0c,40.06017,-75.190691,Milo Meeting House,7165 Germantown Ave,19,3865.0,285.0,1,1.0
sg:9318a942fbd749fab5e561357add9487,40.006784,-75.09755899999998,ALDI,3975 Castor Ave,60,2412.0,1200.0,9,2.5
sg:933d0a20de6949ab804be837152a349e,40.048983,-74.990039,Del Aire Express Lube,9430 State Rd,22,3768.0,154.0,1,1.4
sg:a437a3946dd84c55a60cee99a4449760,39.935959,-75.194587,Rite Aid,3000 Reed St # 02,60,463.0,1230.0,6,1.8
sg:b0d4b4fff2184cacab314136d5765c9d,39.990985,-75.167046,Brothers Food Market,2101 W York St,58,1994.0,3132.0,2,1.8
sg:c8e7325d0f464a9882e119c4364463ff,40.038121,-75.067611,Salon Two K,2101 Magee Ave,29,5318.0,2581.0,3,1.2
sg:ce8020e8f65b41bdbdb2caaf863128e8,40.035261,-75.050129,Tucker Ed Insurance Agcy,3238 Tyson Ave,19,5254.0,2356.0,2,1.0
sg:02b929c7c6234bfca92f8846965d772b,40.02184000000001,-75.04476,Planet Abacus,6660 Keystone St,53,8087.0,41128.0,3,3.2
sg:11f768bae7f942c0b64c1af1968e8385,39.971846,-75.226196,Tasties,1214 N 52nd St,35,3274.0,350.0,8,1.9
sg:16ab327bb2b4460d8d561e1ba017da49,40.113792,-75.033776,Weldgro,10065 Sandmeyer Ln Ste 404,37,4720.0,4292.0,2,1.2
sg:19c22649d4c04bfba2399186b471a19a,40.021013,-75.117421,Alaqsa Halal Meats & Groceries,419 E Wyoming Ave,60,6841.0,1560.0,12,3.1
sg:2ed872e37e1c49a2a24ae7e6dfb237e9,40.018636,-75.137201,Ayuda Community Center,601 W Cayuga St,19,6157.0,1425.0,2,1.2
sg:3f422774e9414f60afa246f7abfade47,40.032978,-75.015599,Philadelphia Detention Center,8201 State Rd,24,6676.0,5988.0,1,1.7
sg:4d881463420f4e1ba08daa153decb6fc,40.029372,-75.060222,E G Grocery,3101 Barnett St,13,594.0,299.0,2,1.0
sg:4dded547308a4414b57bbb493c4eddae,39.948762,-75.158087,Thomas Jefferson University Hospital,111 S 11th St,381,12194.0,53721.0,33,8.2
sg:574f3238ede54dbfaed08a0b15828f86,39.979648,-75.222004,Attentive Care Service Agency,5070 Parkside Ave Ste 1421,14,8975.0,1701.0,2,1.1
sg:5e3c14252585495b8a20de0c2ae9630b,40.040442,-75.23236800000002,B R D Noise & Vibration Control,6953 Pawling St,13,,10998.0,1,1.0
sg:5fcb86c1336b42779eaa17c6332f82b6,39.999402,-75.110173,Agio Screen Printing & Embroidery,3401 I St Ste 204,101,4536.0,3333.0,11,2.5
sg:6309d7b4f5f34fa88ebbe0682a57c355,40.074997,-75.205253,Sherwin-Williams,8400 Germantown Ave,17,5787.0,510.0,1,1.2
sg:6c1a6b9a3bbb41e1ac5437d710bcc556,40.029844,-75.015454,Riverside Correctional Facility,8151 State Rd,64,9198.0,2496.0,6,2.1
sg:701d1abe090840838523a051da7e4174,40.088293,-75.039017,Randi's Restaurant and Bar,1619 Grant Ave,39,4198.0,624.0,9,1.9
sg:8708d3ddc5cc4c95a7d59106064723a0,39.931927,-75.149512,Caffe Valentino,1245 S 3rd St,20,,890.0,1,1.2
sg:a04d16a1f22f4247a3787a41dd6cdb1f,40.030078,-75.146229,Sunoco,5017 N Broad St # 25,41,1752.0,451.0,4,1.8
sg:a43afa9f0fbf4ac4a01d78f31cb0ed49,39.947298,-75.17795600000002,Good Karma Cafe,331 S 22nd St,18,3348.0,513.0,1,1.2
sg:a8aff5bc973840d29b7b19f66caf65a3,39.912641,-75.172849,Ace of Steaks,3020 S Broad St,46,2246.0,1288.0,2,2.0
sg:b86428f0051545488a8a58c2f0992f9d,39.977614,-75.26579,Steven Schutzbank DPM,7341 Brookhaven Rd,10,,2975.0,1,1.0
sg:cd57bf9ac8a041feaf294ffe3ed48285,40.013231,-75.083976,Cottman Used Auto Parts,4534 Hedge St,23,2034.0,2346.0,3,1.2
sg:e0a7ff7c83194c00a799713e3159dd83,40.111517,-75.001868,Bury the Hatchet,1890 Woodhaven Rd Ste 2B,25,7988.0,1300.0,1,1.3
sg:02907a193b9040faa53dd54f35f7f7f5,40.10895,-75.04995500000003,CrossFit,220 Geiger Rd Unit 105 & 106,11,5481.0,253.0,3,1.1
sg:2a79c494c3d24d47a86432c8ad53b366,39.97791,-75.184612,Karen Mini Mart,1400 N 30th St,32,5560.0,1312.0,4,1.5
sg:53c04c8173d54fe49e765c43f7b93edd,40.049079,-74.995013,Solid Deal Tire,4909 Arendell Ave,22,10131.0,484.0,1,1.1
sg:5b096f9c8e0645678cd1ad91271acc90,40.025669,-75.208191,Stanley's Hardware,5555 Ridge Ave,30,7877.0,4410.0,1,1.5
sg:693b822fffec416380c27981bb308269,40.045088,-75.086848,Golden Fist Martial Arts Philadelphia,915 Levick St Ste 2,58,1289.0,1102.0,11,2.2
sg:6aae2181900d40debc185fae6b062ac3,39.963814,-75.175004,Art Museum Business Services,2201 Pennsylvania Ave,66,8422.0,1353.0,8,2.3
sg:6f4782c98c794e66958b43cd04e308c0,39.981748,-75.120836,Memphis Market & Grill,2327 E Huntingdon St,16,726.0,184.0,3,1.1
sg:80864135a45441728b8b8a4ce1c4bf7a,39.916864,-75.173415,ConocoPhillips,2700 S 15th St,17,761.0,102.0,2,1.3
sg:928d962cae744db0b8da4e1ac8050559,40.034442,-75.026347,Tacony Beer Distributing,7829 Torresdale Ave,22,4642.0,363.0,3,1.2
sg:95863397ed134f8ba0dbf3c48bac9b44,39.96507800000001,-75.16306800000002,Epic Church Fairmount,616 N 15th St,12,6536.0,372.0,2,1.0
sg:97bfad85c4674531aadd666f795e605a,40.033068,-75.140039,K & H Distributor,1027 Windrim Ave,102,4378.0,6528.0,5,3.5
sg:a7a0b9d021ca476bbe1b5b4ab7bf501e,40.041905,-75.027503,Soul Rebel Cocina,8016 Frankford Ave,19,9914.0,456.0,2,1.0
sg:a84b63004d7948109983a9e4ed65e285,39.93284600000001,-75.15519599999998,Gold Star Park,613 Wharton St,44,9274.0,4818.0,2,1.5
sg:e6ec6ea0c44f4f40b4600987c48db4d5,39.96990200000001,-75.189761,Sedgley Club,15 Boathouse Row,10,12252.0,100.0,1,1.0
sg:f9b8b9ccf4a24e82b5bd59d338b630b5,39.948606,-75.247475,Family Grocery Store,6147 Washington Ave,34,4502.0,5899.0,1,1.5
sg:1fca6b9f472e45fe804991c614e8c9fd,39.990258,-75.221814,Settlement Music School,4910 Wynnefield Ave,19,4589.0,494.0,1,1.4
sg:2c262095895a435da9b41071bd846830,40.002803,-75.213933,Dollar Tree,4160 Monument Rd,178,3909.0,3916.0,38,4.9
sg:2d7e71356f344387bb062e7575e377fc,40.014529,-75.085349,Cramer's Kiddie Shoppes Kids,4533 Frankford Ave,18,2136.0,180.0,4,1.1
sg:439b6e8bde624022b7bbd60ac0b11d0c,39.951316,-75.242766,Heaven's Little Angels Child Care Ctr,639 S 60th St,32,2606.0,704.0,1,1.5
sg:5205412cc85e433ca97228fcfcdd32b0,40.033565,-75.180924,Germantown Bicycle Supply,5901 Wayne Ave Unit 3,15,1976.0,1785.0,1,1.2
sg:5e3bc62514a14c16b2710d388970668f,40.029318,-75.055859,Rauchut's Tavern,6501 Frankford Ave,29,776.0,4234.0,1,1.6
sg:6ed1b6e8f3cf42b58596babd7849f7cb,40.046081,-75.097021,Kindred Hospital Philadelphia,6129 Palmetto St,46,3481.0,7038.0,7,2.0
sg:8361d18c445542149afe7ecc1a148248,40.059516,-75.041404,Nazareth Hospital,2601 Holme Ave,325,6154.0,38675.0,31,8.1
sg:8912fcdc94de4b049b390efb8b55cdbc,40.04046,-75.04371,Jean's Pizzeria & Grill,3252 Ryan Ave,16,3053.0,744.0,1,1.3
sg:96fce6c756d44e059f228ddea6272032,40.039524,-75.032657,Wawa,7715 Frankford Ave,92,1227.0,736.0,16,2.8
sg:a870cbd8a1f442e382f523ea0de1482b,40.036097,-75.014303,Romeo's Window Tinting and Custom Upholstery,8362 State Rd Ste G,14,6895.0,224.0,1,1.0
sg:afe307dbb9c14311af11a3c9ec63eac1,39.990838,-75.233047,Camelot At Wynnefield,2251 N 54th St,15,6768.0,13965.0,1,1.1
sg:b479eb7119af4119b18930701bce5cca,39.951201,-75.201026,Green Line Cafe at Ryan Veterinary Hospital,3900 Spruce St,50,7249.0,7675.0,3,2.0
sg:ee2f6dd9900146f09f6cf26eb238033d,40.044359,-75.066236,Miner David P Dentist,6936 Sylvester St,55,5698.0,20570.0,1,2.4
sg:f7355021401c4ac9a0008d07fedc8c46,39.961636,-75.172606,Target,2001 Pennsylvania Ave,41,1238.0,820.0,9,1.8
sg:1c168c5ed6684b9c82f23c39b34f7a41,40.008292,-75.209769,Panera Bread,3900 City Ave,77,7958.0,3927.0,4,3.0
sg:1d581713205a4b0f92215852a52a283e,39.945721,-75.21390600000002,Salt & Pepper Deli III,1102 S 47th St,21,3424.0,630.0,4,1.3
sg:1fe2650ebc67438b93af91d4f63a1f24,40.02545300000001,-75.14333,New Dragon Star Chinese Restaurant,1128 W Loudon St,54,3975.0,4293.0,6,2.2
sg:4c33178a325e448f8f2d79225a545b9e,40.109391,-75.024739,Passage Restaurant,10783 Bustleton Ave,15,1847.0,285.0,1,1.0
sg:5e97cde9c19f460c8551e56f5d1e4418,39.938794,-75.192495,Chef's Table Catering,2900 Grays Ferry Ave,33,3406.0,660.0,4,1.5
sg:6707856493304bf48b9269ba45d5deea,39.96924600000001,-75.21174,Supreme Oasis Bakery & Deli Philly,4401 Lancaster Ave,12,,2304.0,1,1.0
sg:973dcf0a18da45819f15e698e37c7ee3,40.01822,-75.134281,Ho May House,4401 N 5th St,33,2163.0,363.0,6,1.3
sg:979a25ff5988426d9769c201e49e29d4,40.030015,-75.10597,Days Inn by Wyndham Philadelphia Roosevelt Boulevard,4200 Roosevelt Blvd,78,5101.0,3510.0,6,2.7
sg:a4ad2a0b9f824d618aa481159fc78fb0,39.956425,-75.225365,Brown Sugar Bakery & Cafe,219 S 52nd St,35,5626.0,4305.0,2,1.6
sg:b7228de25f414768bfd1849d0d800927,39.91616,-75.164638,Oregon Steaks,2654 S 10th St,21,1260.0,672.0,1,1.3
sg:baf2798c6b274843868e358e4f8d6cd8,39.951397,-75.15306600000002,Ross Stores,701 Market St,75,9405.0,825.0,12,2.3
sg:c204ae60fd2945bc8c0c81c5b075705d,40.003495,-75.22105,Krispy Krunchy Chicken,4400 City Ave,47,6706.0,329.0,10,1.7
sg:da64e511014344e388c906aef5cd2d58,39.976429,-75.26446999999997,Spluchi's Water Ice & Sorbet,7401 Woodbine Ave,16,4311.0,1896.0,1,1.0
sg:dbb8d891c38d4284991e595d607cb999,40.022668,-75.15872,Sister Muhammad's Kitchen,4441 Germantown Ave,66,4927.0,957.0,2,2.0
sg:f6c88030bc0b483599019e3fec5a8262,39.953279,-75.151794,The African American Museum in Philadelphia,701 Arch St,67,12152.0,4824.0,4,2.1
sg:096929f4034e4252a366d30ce3ad1c8a,39.956644,-75.225826,HakimsBookStore,210 S 52nd St,13,2766.0,130.0,3,1.1
sg:2f58cec456d24d9a85c063d955219d86,39.952433,-75.187325,Waterfront Gourmet Cafe & Deli,3131 Walnut St,37,9249.0,2849.0,3,1.5
sg:3031ca7e14984b309f89dc5f4a39a4a5,39.986653,-75.17354,William Dick Elementary School,2400 W Diamond St,41,1424.0,861.0,4,1.6
sg:5f6c4fa0dddf41cf88a37daa996c539a,39.95511,-75.170976,Comcast,1 Comcast Ctr,16,10796.0,1680.0,1,1.1
sg:7568266ec44745a8a1176f5509d6841d,39.956616,-75.194139,Dunkin',3601 Market St,10,,2450.0,1,1.0
sg:75b560f2389c455cae077245d8ffbf0a,40.059717,-75.16349699999998,West Oak Lane Cs,7115 Stenton Ave,13,548.0,1794.0,3,1.0
sg:a5317cec45724624946b00d1c551873c,39.948823,-75.181102,Schuylkill River Dog Run,2500 Spruce St,23,1686.0,966.0,3,1.3
sg:babfd3099cac442c88c693bdfc15ac81,39.962561,-75.157865,Spring Garden Flowers,1209 Ridge Ave,23,8410.0,6026.0,1,1.2
sg:dbc9f9fbe45442698afc39cad31642a2,40.056342,-75.18284799999998,Johnson William Jr DDS,6756 Chew Ave,21,7383.0,11235.0,1,1.2
sg:e3693618c5bc472ebe7c7fedcfa74bbc,39.932324,-75.191692,Morris Food Market,1644 S 28th St,37,3322.0,2590.0,4,1.8
sg:e8288966aa17449aa499a5264bed94f6,39.943807,-75.246348,A Taste O' Home,6045 Baltimore Ave,32,2999.0,1616.0,2,1.2
sg:030abbbef3574b0d80dd6152b83e3919,40.038857,-75.056815,Beneficial Bank,6918 Brous Ave,64,4327.0,32640.0,3,2.0
sg:0ef43ef3ba1e4ca9a7d703349e9f17b8,39.980161,-75.15169499999998,Saige Cafe,1802 N Warnock St,37,11186.0,814.0,4,1.2
sg:0f67c4be57fa43a483da2039cffd6771,39.983915,-75.13948,Ic Starters and Alternators,310 W Susquehanna Ave,24,3027.0,10884.0,1,1.2
sg:13589c78893d4da0a01c1ac4d455a4d5,39.986324,-75.157551,Tree House Books,1430 W Susquehanna Ave,31,3025.0,2263.0,3,1.3
sg:1fe7cd450a2f4fa497d5441b98c77ae4,39.980085,-75.170287,Stephen Klein Wellness Center,2144 Cecil B Moore Ave,46,1347.0,2070.0,3,2.2
sg:3214cb596c144973aacde85a8c6e4156,39.932499,-75.14615400000002,Ginza,1100 S Front St,23,11615.0,805.0,5,1.5
sg:4a077e8173e445a1b34cc9ec83cf5517,39.99371,-75.144198,Family Dollar Stores,701 W Lehigh Ave,103,1079.0,2266.0,15,3.7
sg:5bc15cb47748405abe7144149e6f3b31,39.90101,-75.24091899999998,Jamaica Way,2900 Island Ave Ste 2930,10,13145.0,130.0,1,1.0
sg:76a8d1fb092a43d6956fbfc1d26b24c8,40.059667,-75.164815,Stenton Pizza,7171 Stenton Ave,16,1559.0,152.0,1,1.2
sg:7b90fb6b00ac49468440750bee03957b,40.063477,-75.238345,Doc's World of Beer,701 E Cathedral Rd,48,6259.0,336.0,8,1.9
sg:8765f7aafa2049c0bb8f0c1772d27046,39.953422,-75.20286999999998,The Last Word Bookshop,220 S 40th St,24,5780.0,372.0,2,1.1
sg:90f76fa8d0a0476e8dabc04188266740,39.980258,-75.118648,Cione Playground,2600 Aramingo Ave,77,2789.0,1078.0,8,2.9
sg:9830951fe5af4f1089b995791d7a33a6,40.045574,-75.117651,China Town Restaurant,6201 N Front St,23,7188.0,3082.0,1,1.1
sg:a01e555e8e3a4c1c900624e00fa0f64e,39.99736,-75.107697,Triple H Optical Instruments,1900 E Ontario St,64,6206.0,8064.0,1,2.4
sg:c7a29d44c2a6424e8f1c540e2f2e4440,39.970611,-75.247974,Ruffo Vincent Chiropractor,6412 W Girard Ave,21,6569.0,2856.0,2,1.2
sg:c914583d4b3c4973bb325ec481143434,40.089414,-74.964383,Dunkin',551 Franklin Mills Cir,12,3604.0,108.0,5,1.2
sg:ccf29abe33dd47c6938d570432c49dfd,40.056361,-75.060516,McDonald's,7613 Castor Ave,91,2061.0,637.0,17,2.9
sg:ce525cb1e374491c9b9341e9e0c4edb4,40.022171,-75.209322,Breaking Point Fitness CrossFit Ridge Ave,5400 Ridge Ave,10,3523.0,335.0,1,1.0
sg:dcd442f01e11484bb657a9c3bfce292d,39.979858,-75.12984399999998,Soup Kitchen Cafe,2146 E Susquehanna Ave,17,,476.0,1,1.2
sg:e7bc39179907420eb2a32b7219865ed0,40.058847,-75.042186,VITAS Inpatient Hospice Unit,2601 Holme Ave Fl 2,67,6693.0,7303.0,13,2.4
sg:ed16c354ef5a4eb3b4ce5f45b617b8c3,39.917444,-75.15635,T & N Deli,2500 S 5th St,89,1868.0,5607.0,5,2.8
sg:fddbc6f4b3bf4d2c8c762147e8ea4f3b,40.040499,-75.056561,Rolling Thunder Skating Center,7017 Roosevelt Blvd,17,1430.0,493.0,5,1.2
sg:03106f9951ea472a8a5e5a7692a5a240,40.040871,-75.134325,Pearl Trim and Textile,721 W Grange Ave,35,3486.0,420.0,4,1.3
sg:0621bd37f7fe499cafaef61e92ab62ac,39.99469600000001,-75.150286,Greater Bibleway Church of God In Christ,2741 N 12th St,62,5613.0,21793.0,1,2.9
sg:18998ce3b90e4af887c19272bd9d5a9e,39.986449,-75.242166,The Science Leadership Academy At Beeber,5925 Malvern Ave,14,7329.0,392.0,1,1.1
sg:216351ba183346a3a3fe7da02de65844,40.08195300000001,-75.172485,Omega Optical,3212 W Cheltenham Ave,15,8319.0,150.0,1,1.2
sg:231d2d94342249c9b982aef2f7501095,39.979849,-75.269293,Popeyes Louisiana Kitchen,7500 City Ave,78,2914.0,780.0,13,3.0
sg:34fc28173d2444efa2666ba42ef58c98,39.977518,-75.128419,Andy's Chicken,2001 Memphis St,13,1068.0,169.0,2,1.3
sg:36062d880ab240a5a572f28064f476a3,39.966138,-75.176941,St Francis Xavier School,641 N 24th St,16,10443.0,360.0,2,1.2
sg:3dc044d9c5a84c1b993ee5c8601b266d,39.985505,-75.10618199999998,Tony's Pizzeria,3128 Belgrade St,14,243.0,413.0,2,1.1
sg:3e9de562ffe4468d963b01d43b8e4584,39.96037800000001,-75.238708,Corzelda International Academy,5855 Chestnut St,49,3284.0,3283.0,5,2.0
sg:4356380b7a334971846a445127c76668,39.995595,-75.16994100000002,St Martin De Porres School,2300 W Lehigh Ave,59,1794.0,5133.0,1,2.0
sg:467039a9b0b0465395e2a1d30a2fd069,39.957313,-75.22665400000002,Jones Patricia MD,5235 Walnut St,14,1203.0,161.0,1,1.1
sg:5859c65f0b824d0e9b569086372bb9fa,39.995001,-75.11652600000002,DTR/VILLA,3058 Kensington Ave # 70,62,4518.0,1271.0,4,1.8
sg:5f8a91c71ad2489abdeecb67e2ecf94c,39.952998,-75.204763,Keswick Cycle of Universtiy City,4040 Locust St,38,3379.0,2546.0,2,1.9
sg:6f8485001f2242448298cd15a0346bcd,39.915405,-75.188129,BJ's Optical,2300 W Oregon Ave,35,3193.0,770.0,9,1.8
sg:82a4840e130e400d915bf5a41b40293b,39.924254,-75.245153,Crabdaddys,6910 Cobbs Crk Pwky,18,3425.0,126.0,4,1.2
sg:9efa760546e74ba5a8f3565864178e36,40.044352,-75.23282900000002,Target,7162 Ridge Ave,74,2883.0,1517.0,14,3.1
sg:a5168db514724f8f86e5bcda5a5ba7d7,39.91603900000001,-75.173486,Rite Aid,1500 W Moyamensing Ave,93,599.0,1860.0,10,3.4
sg:b797b63f4b4a44d5afc973bcd657474f,40.008386,-75.102198,Hopkinson Francis Sch,4001 L St,27,444.0,1944.0,4,1.4
sg:b8d04034d867471ca2ce1db1f6ea028b,40.035419,-75.049038,7-Eleven,3301 Tyson Ave,45,1376.0,1215.0,4,1.5
sg:c18027578a464922b9279bec0ee53944,39.986118,-75.106541,Gaul & Co Malthouse,3133 Gaul St,25,4780.0,425.0,3,1.2
sg:e566faa5cb64482ebaa6176a3e07050a,39.982735,-75.15016999999997,City Gourmet,1000 Diamond St,27,4717.0,2052.0,2,1.3
sg:0d1c2437484843b3a474221c7bcc4d6f,39.984986,-75.147211,Medina mini market,804 W Susquehanna Ave,59,7081.0,8555.0,4,2.3
sg:2f721ba446354d4b83f760384ace1897,39.933582,-75.231262,60th Street Pizza,5956 Chester Ave,45,4443.0,2115.0,4,1.9
sg:3c8354fb7dbe42d3a5ba0f51ef0b3c4e,39.994614,-75.093758,McDonald's,3725 Aramingo Ave,164,2905.0,1640.0,26,4.8
sg:41d1ab0c350441f688c5814c015e308c,39.977282,-75.273873,Ross Stores,7720 City Ave,34,3936.0,595.0,4,1.9
sg:4a0c7741ee964f46a282d1552702b68b,40.013124,-75.06844,7-Eleven,5231 Harbison Ave,65,1802.0,520.0,5,2.5
sg:5d02ec56fd1945fcaef7e970570c70fd,39.967166,-75.175327,A Mano,2244 Fairmount Ave,12,961.0,108.0,2,1.0
sg:9212aa9ca44045d289601a16e41b1c7c,40.07252800000001,-75.08473000000002,Fox Chase Family Eye Care,7834 Oxford Ave,11,,176.0,1,1.1
sg:a29cf1815abc4ab187b00daf7c7a8398,39.949177,-75.155498,Di Bruno Bros,834 Chestnut St The Franklin,12,8964.0,3180.0,1,1.0
sg:fa766081c1cb48e8aaa213343deafe1b,40.044472,-75.09166,Subway,700 Robbins Street - Bldg 9 Naval Sup Activity-Nex,29,4905.0,812.0,3,1.5
sg:191bb12729e04e959bc1cc7a7ef89668,39.918012,-75.18516899999999,Rocco's Italian Sausage and Philly Cheese Steaks,2200 W Oregon Ave,21,1569.0,210.0,9,1.2
sg:2773b2ea567940c29bb0993ed3b4afa8,39.966201,-75.160341,Jimmy G's Steaks,695 N Broad St,25,25781.0,900.0,3,1.3
