safegraph_place_id,latitude,longitude,location_name,street_address,raw_visit_counts,distance_from_home,weighted_visit_counts,count_home_cbgs,visits_top_10_hours
sg:d474e646781145b588b5d05aa37a6d67,39.964176,-75.235538,Mt Carmel Baptist Church,5732 Race St,65,2567.0,3640.0,4,2.6
sg:e157e3ed836e4ba9a2ea4a42029fdb20,39.97232,-75.211731,CD's Auto and Tire Repair,1043 Belmont Ave,32,5685.0,3392.0,3,1.5
sg:e5f599a107a84febbccb20fb1e77ad53,39.951447,-75.158204,CVS,1046 Market St,15,6765.0,195.0,4,1.0
sg:1bd32763aa0d4791a7a55022b947b4b0,39.926541,-75.146116,Chopstick House,1626 S Columbus Blvd,25,1434.0,200.0,5,1.0
sg:2ffc627f08904d6895b3d4499617c429,40.049338,-75.15468,Imhotep Institute Chs,6201 N 21st St,22,1885.0,363.0,5,1.3
sg:305a2e3f9d2047eb83b5f73f88f05ca2,40.037624,-75.173144,John's Diner,119 E Chelten Ave,47,3384.0,752.0,6,1.6
sg:37035f1c9f754363aef18169b576ddb8,39.939251,-75.180751,Springfield Beer Distributor,2206 Washington Ave,45,5250.0,675.0,3,1.5
sg:37b24aa7102d44609b8afe7249ae901d,40.04875300000001,-75.094592,Bethel Mar Thoma Church,530 Levick St,17,4660.0,7089.0,4,1.1
sg:4dd6fe031c704b49965a1e95a9fa6fff,39.98312,-75.123059,Thin & Crispy,2563 Trenton Ave,24,10522.0,948.0,2,1.2
sg:6a1c5f292dae4c75880210587bf1307f,39.933456,-75.231477,Thirty Eight,6000 Chester Ave,22,4715.0,1287.0,2,1.1
sg:6bc5bcd9c02b4382b41f761282f025a4,40.029579,-75.058593,Family Dollar Stores,6438 Sackett St Unit 19,27,1496.0,432.0,4,1.2
sg:7796a90ea95f4220b9c3b574be0ebd5d,39.951142,-75.177136,Tsuki Sushi,2135 Walnut St,25,5196.0,250.0,2,1.5
sg:78744d70d98446adb684cdbd9705468f,39.926982,-75.171061,Ultimo Coffee Bar,1900 S 15th St Brew,23,9505.0,3243.0,3,1.3
sg:8d797ec37c824f1eb5f121a6c03cd8aa,39.996583,-75.115654,Laberintos De Pasion Rest,3168 G St,99,3759.0,4059.0,9,3.2
sg:94fedabfc59f4247bd7846f18f1c2568,40.020455,-75.053438,Quick Stop,6301 Torresdale Ave,27,1296.0,405.0,1,1.1
sg:ba8c7c600b2847559f527b8fc4a7744f,40.049561,-74.999696,Lincoln Technical Institute Philadelphia,9191 Torresdale Ave,10,4004.0,325.0,1,1.0
sg:bd0a3ee3c3da42b09b2bf096a91522b0,39.997646,-75.120135,Pizza House Express,529 E Allegheny Ave,31,7297.0,496.0,4,1.4
sg:c295511de1ba4ead972b145bfb1ed882,39.986946,-75.162914,Hooks Barber Shop,1804 W Susquehanna Ave,15,2320.0,300.0,2,1.0
sg:c5081f7a487b48a4b9d6c0ef0998420d,40.048965,-75.057564,Northeast Turf Club,2327 Cottman Ave,50,2623.0,2025.0,7,1.9
sg:d78e529ba32f4d9f98503ac8d500eec8,39.961681,-75.24045799999998,Fresh Donuts,5944 Market St,34,881.0,340.0,5,1.1
sg:eacf8b8aec5d43c6af0c370c383c047c,39.963338,-75.173986,Allegro Coffee Bar,2101 Pennsylvania Ave,86,7732.0,6235.0,6,2.4
sg:f7f3d0563b7b4056942e6b401136db37,40.027176,-75.12067900000002,Golden Gate Restaurant,5031 Rising Sun Ave,34,6055.0,32555.0,1,2.3
sg:ff49f9d5139e4d7a869a6567500bdcf9,39.969301,-75.165759,Nadja's Way Learning Center Inc,815 Perkiomen St,15,5063.0,135.0,1,1.2
sg:0ed675192b224570940a3755c5baa98e,39.940612,-75.169404,Christian Nails & Spa,1537 Christian St,11,,616.0,1,1.1
sg:22731d82f65b4feab7f97bfb50bfcef6,39.958245,-75.241772,Bronx 2 Philly Soul Food,5998 Chancellor St,20,2235.0,2760.0,2,1.1
sg:307cbcfbd1804b7b9f0ad78caf0ce94f,40.016995,-75.08010999999998,City Salvage,1681 Foulkrod St,29,6698.0,2349.0,5,1.2
sg:33824b43b9154496810ff96888901584,40.037582,-75.130053,Panda Garden,5651 N 5th St,29,2304.0,522.0,5,1.4
sg:44378128f8a546f4a5dfb8ac92ce392a,39.965935,-75.200919,39Th & Olive Playground,700 N 39th St # 14,65,5650.0,10465.0,4,2.0
sg:6b04a7eb67474ab4b9e307eab8f83a74,39.980688,-75.128103,Pizza Brain,2313 Frankford Ave,13,5307.0,182.0,1,1.1
sg:6d12b6c4c84a4611af0d007c04a36bcd,39.964286,-75.203804,Homei Restaurant,4039 Lancaster Ave,25,2414.0,275.0,4,1.1
sg:8aca9914fe9249d7972c79849f51df59,40.06425,-75.153932,Papa Joe's,7204 Ogontz Ave,12,,264.0,2,1.1
sg:8d8b6d2111584da39603cfdd5183bd4a,39.962408,-75.16364300000002,Dunkin',1500 Spring Garden St,20,11069.0,780.0,3,1.1
sg:bee2279676614802bc6419dc45c3dd44,39.91589000000001,-75.164586,Phil's Live Crabs,10 St And Oregon Ave,35,3281.0,3360.0,4,2.0
sg:cc43bf9680bb4889885a414235c77fa9,39.985917,-75.173505,William Dick School Playground,William Dick School Playground,38,3090.0,2128.0,4,1.1
sg:d904d61633fe4c91a4dfa0e1dec14572,39.996353000000006,-75.165984,Rite Aid,2121 W Lehigh Ave,17,397.0,204.0,3,1.2
sg:daa7013fb3664c0fae986130768b575c,39.920176,-75.23293699999998,M P Discounts,2500 S 67th St,27,2266.0,3888.0,1,1.6
sg:e9f2475494634a4081e26422a7433d36,40.043816,-75.15612,Nedro Food Market,5900 N 21st St,29,4290.0,348.0,4,1.1
sg:0ceb699758b74920b1937993e42fa2cc,39.921325,-75.17434899999998,Dad's Stuffings,1615 W Ritner St,18,1114.0,441.0,1,1.1
sg:0d0ccd3b7a484410b0cc223a688023d2,39.961984,-75.19686899999998,Mt Pleasant Primitive Baptist Church,435 N 38th St,24,,17940.0,1,1.2
sg:15c8f6540876448e9c073944ed6d1440,40.014293,-75.177665,Fox Street Texaco,3281 Fox St,35,5391.0,420.0,3,1.5
sg:25b737004d8742b2861a4ff134d424f4,40.080812,-75.040302,Maternity B V M,9220 Old Bustleton Ave,17,880.0,476.0,2,1.3
sg:4330f403400f4ea0a581bbf688754067,39.975298,-75.24431,Jaggie's Restaurant,6220 Lansdowne Ave,61,375.0,7015.0,6,2.1
sg:528b44c1a9474522b8b5fcd0b544256b,40.02408,-75.159138,G&S Auto,4501 Stenton Ave,15,3853.0,705.0,1,1.1
sg:658372bf96ec4d4e962415e5a156936d,39.881863,-75.22810600000003,Pendergast Safety Equipment,8400 Enterprise Ave Ste 1,13,8735.0,3289.0,2,1.0
sg:86a324398cfe406592a2c184c3517c62,39.931148,-75.164558,Bicycle Revolutions,12th & Dickinson,57,589.0,8094.0,3,2.5
sg:89398129b9e341cb8f160f69ee87e072,40.023805,-75.062513,Red Carpet Quality Auto,6031 Harbison Ave,41,5231.0,10168.0,2,1.6
sg:8a6edbade1254f14b2cee38f58459ee9,39.928364,-75.21856899999999,Richard Allen Preparatory Cs,2601 S 58th St,17,2738.0,391.0,4,1.3
sg:8f2dc0ffe1ef43f38da61bfcb19ea3a2,39.966385,-75.139111,Orangetheory Fitness,1050 N Hancock St Ste 58,11,44075.0,704.0,1,1.0
sg:b4c83cdbbfd9459a921a6e48089cef7b,40.022345,-75.050747,McDonald's,6470 Torresdale Ave,133,1965.0,1330.0,15,4.3
sg:b7033ce742b840e082c44a2cd506caf2,39.970076,-75.247088,Aliya's Little People,431 N 64th St,19,6504.0,11913.0,1,1.3
sg:bba48f3ccb0b4fe786c6ad8aa826ba06,40.015486,-75.137394,Imperial Garden,4200 N 6th St,50,4297.0,3175.0,3,2.0
sg:cea7bfc6c09a4f7e82e52d6b1b1201b5,39.985366,-75.174543,C Food Market,2440 W Norris St,21,3464.0,273.0,5,1.2
sg:f2c7b90af044401ab1b5daf71dc7b42a,39.945363,-75.15339,Solutions For Women Pennsylvania Hospital,700 Spruce St Ste B3,12,6339.0,432.0,2,1.1
sg:ffeeccf0ddd74c3ba4569a25acc80632,40.006729,-75.124452,Joseph Melvin MD St Christopher's Hospital for Children,3601 A St,61,10820.0,15128.0,8,2.8
sg:42f63233f34a41278de12b02c547fcec,40.002975,-75.165773,Capital Restaurant Breakfast And Lunch,3149 N 22nd St,42,1573.0,420.0,9,1.4
sg:46205a8082524d1396a9b25c9880a0e2,39.927731,-75.148889,Jokers N Y A Club,1602 S 2nd St,15,2252.0,3195.0,1,1.1
sg:681c92f928f349a984cf10126864d1c4,39.993057,-75.109218,Comhar Inc Community Mental Health and Mental Retardation Center,2055 E Allegheny Ave,12,,924.0,1,1.0
sg:89bee76ae8314e9ea3b7f21fdb13dc8e,40.105457,-74.984338,It Figures,2901 Southampton Rd,11,8031.0,275.0,3,1.1
sg:9f11926517804266b70cdb351c67ce34,40.019242,-75.149367,Little Caesars,4322 N Broad St,62,4810.0,899.0,6,2.1
sg:b8362a54833846e6ac6cf9445ddfc810,39.936473,-75.18699000000002,Church of Pentecost,2530 Wharton St,13,10508.0,819.0,1,1.1
sg:bc09aa6f71384039b72122eecd8d3560,39.931464,-75.161301,Passyunk Market,1407 E Passyunk Ave,71,752.0,1420.0,14,2.4
sg:cf2670ab93c44d939ff85c51c39d7a27,39.942894,-75.156712,Healing Arts Collective,519 S 9th St,13,,559.0,1,1.0
sg:ef6860fb67774baba074cc94e63d19ea,40.050147,-75.066712,Walgreens,7201 Castor Ave,63,1278.0,693.0,13,3.1
sg:152efb82860e4e89a2ee88e5b1351015,40.012337,-75.129083,Edison Hs Fareira Skills,151 W Luzerne St,31,3075.0,341.0,5,1.8
sg:42be4a75f8f745a1af688ccc5089bd2e,40.079676,-75.031632,Gabay Schwartz Ent Assoc,2200 Michener St,64,4703.0,1984.0,5,1.4
sg:4b1546db83f844febb14e07fd141dc2a,39.90341,-75.151228,Ferguson,3445 S Front St,41,22070.0,574.0,4,1.5
sg:79b280df327a4c668747399448237b8f,39.941627,-75.177858,American Mortals,2101 Christian St,16,24675.0,1272.0,1,1.0
sg:9544bfc58b7348a3a5ef44769cab315d,40.071926,-75.157325,Crab & Claw,7801 Ogontz Ave,64,3518.0,1024.0,9,2.6
sg:98ca968980824c07a25b11a2b4bf476e,40.000452,-75.157976,Zitners Candy,3120 N 17th St,11,,7590.0,1,1.1
sg:bb8f5c056e1e44a3a45bde2843d17396,40.063943,-75.14075600000002,Speedway,1440 W Cheltenham Ave,38,1335.0,1235.0,4,1.4
sg:c543049e94434f15938debf0d57f9dd5,39.93826,-75.16773,PetSmart,1415 Washington Ave,53,2163.0,1113.0,6,2.5
sg:e77062d6984e49e19a85f16b4f9611f9,39.955022,-75.19981800000002,Bonchon,3836 Chestnut St Unit 2,11,4324.0,935.0,1,1.0
sg:ee062642f24f4aebae1f88b4ca424081,39.985705,-75.154368,Philadelphia Military Acad At Elverson,2118-2160 N 13th Street,36,8598.0,3978.0,3,1.1
sg:fbf3e85c9b9740619c280c2ad2ae83c7,40.044822,-75.086497,Kitchen B & L,925 Levick St,29,1294.0,290.0,1,1.4
sg:01ad5862a02e49c2b38313539891735a,39.981056,-75.15969100000002,Jamba,1816 N. 15th St - Campus Rec Center,28,1301.0,840.0,3,1.5
sg:14a9b96dca8c412faf314021b95efbee,40.035672,-75.100611,New Ben City Supermarket,5520 Whitaker Ave,13,2836.0,312.0,4,1.2
sg:21ae32c5237d45c4942704e104b4cb24,40.048214,-75.05875400000002,LensCrafters,2301 Cottman Ave,17,2422.0,1292.0,1,1.1
sg:2d88ae2b08e14b4d9fdcf8c4176bbf66,39.947989,-75.164159,Standing O,237 S Broad St,23,10479.0,1495.0,1,1.3
sg:32b1cab0190549c2b4c6964d26507b9d,39.936158,-75.20049300000002,Ryder,1450 S Warfield St,20,6068.0,370.0,3,1.0
sg:3f124597e9584a61b83285279593a10c,39.955537,-75.191063,Judy's Kitchen,3300 Arch St Food Truck,34,11090.0,1377.0,4,1.3
sg:5ba1a166ba5947999f3f6ecb4b33086a,40.026127,-75.04234100000002,7-Eleven,6919 Torresdale Ave # 27,46,2868.0,460.0,5,1.3
sg:608bec96b8d34ebb9c1eae6867dbb953,40.039011,-75.017252,FlexAutoTrading,8305 Torresdale Ave,21,4366.0,504.0,2,1.5
sg:91865112789b441794c70e8acf2727cf,39.97211400000001,-75.158829,McDonald's,1201 N Broad St,50,5953.0,500.0,13,2.0
sg:ace3a7dcac8f4d4ab5370be43a4e4444,40.084423,-74.96497099999998,The Beer Store,399 Franklin Mills Cir,13,5723.0,117.0,4,1.3
sg:b0217b6e425543a0a7140a58e80e63ee,39.948261,-75.197919,The Consortium,451 S University Ave,78,9688.0,1911.0,5,2.4
sg:bffbc0530cf9490e8f2a8782066c9481,39.935765,-75.158695,Fiesta Acapulco,1122 S 9th St,15,8471.0,900.0,2,1.0
sg:c6e1aab87f4b4deabd0567d717e94a59,40.074074,-75.084386,McDonald's,7901 Oxford Ave,46,3210.0,368.0,5,2.1
sg:e0a178a8e378444d88add78d338ae7cb,40.014312,-75.081061,Evelyn Partridge DO,1717 Meadow St Partridge Comprehensive Health Serv,13,,6578.0,1,1.2
sg:e2722054a2ae4219ab9a015c48b62842,40.037816,-75.015836,Tire Giants,8301 Torresdale Ave Ste 11,13,6835.0,169.0,1,1.2
sg:faac9968b50846bd8080dd92041f3a65,40.039787,-75.069159,Artemis Cuisines,6633 Oakland St,19,5447.0,1710.0,3,1.3
sg:1b37183fdd774cd58067804988636fb1,40.037115,-75.141688,MossRehab at Tabor Rd,1200 W Tabor Rd,44,8308.0,902.0,9,2.3
sg:215881f60de74341a4d269438b0f0d75,39.950126,-75.14778199999998,Subway,400 Market Street Store #105 Office Building,20,12668.0,3060.0,2,1.1
sg:25b9abd203fa4c6d853d5f4eeb6f5d9d,39.987644,-75.105152,Monte Cristo,2421 E Allegheny Ave,11,6006.0,693.0,1,1.1
sg:28f6cbcee1fd4f04a963ae26063002cb,40.005447,-75.153981,Young Scholars Kenderton Cs,1500 W Ontario St,21,10144.0,189.0,3,1.2
sg:33ca054bb7704a6297cca4c4f569d65b,39.96261,-75.24415,Skyche Dance & Model,6139 Market St,52,5094.0,7462.0,7,2.2
sg:4df77d7804d54a35acbbb4ebdcdde1ab,40.011745,-75.081717,Special Cleaning Services,1838 Pear St,15,,240.0,1,1.1
sg:6b5fa2b021af49b3b97fee29a8178170,39.983465,-75.10151,No 1 Cafe,2731 E Allegheny Ave,24,11944.0,780.0,1,1.2
sg:6bdfa73c57d941558a7bd72c5313568e,39.964326,-75.221094,ImagiCakes Cake Designers,5031 Haverford Ave,43,5415.0,1892.0,8,1.4
sg:7a9661032bb44963843a0112448b1769,40.024984,-75.172104,Kelly John B Sch,5116 Pulaski Ave,30,479.0,1080.0,3,1.6
sg:93c9c0b3625e4a8d9c7da9eb573a2e88,39.948244,-75.15669,Wawa,912 Walnut St # 916,11,9100.0,231.0,5,1.1
sg:bf5191559c8c4178aa15084e3a5ab429,39.948439,-75.1701,Rittenhouse 1715,1715 Rittenhouse Sq,15,12184.0,180.0,2,1.3
sg:c45e42464de0418d81b00946be20fc7c,39.943333,-75.151765,Mother Bethel African Methodist Episcopal Church,419 S 6th St,26,24648.0,4628.0,3,1.6
sg:fc426ca3d83b48468b2657a1b7e40aa8,39.940884,-75.212337,J'SAIAmor,1403 S 49th St,14,6583.0,245.0,3,1.1
sg:0497f3af9abf4c72a3e883189a6eecdb,39.953646,-75.16942399999998,Cafe Coco,1735 Market St,11,20559.0,1342.0,1,1.0
sg:07d27529fdb54769ac2e79702a17d0bc,39.994298,-75.145925,Golden Dragon Chinese Takeout,900 W Somerset St,34,,5950.0,1,1.5
sg:17a2c26dda3c47df87a7a9620088e88c,40.038945,-75.119003,ShopRite,101 E Olney Ave,254,1429.0,6096.0,52,6.0
sg:211e746e53d2413cad5a85584ddcd7b6,39.961731,-75.15976500000002,Gaudenzia Outreach,1306 Spring Garden St,29,9574.0,7714.0,3,1.1
sg:26a54bbb5cfc47f18af54efb264d777f,40.039604,-75.076883,Spreading Our Wings Nursery &child Care Center,6411 Castor Ave,11,,297.0,1,1.0
sg:29aff60d7de24cababe636714639b2f3,39.936469,-75.160327,Sunoco,1100 S 10th St,20,3790.0,230.0,3,1.3
sg:2c6644db39d847c8be3f90953b247fea,39.919654,-75.230548,Z's African Braiding,2601 S Shields St,126,2594.0,10206.0,10,5.0
sg:3b99157f231c4575a6035cf1cbc8d023,40.107547,-75.026953,MobiFix Mobile Phone Repair Service,10186 Bustleton Ave,43,3189.0,430.0,9,2.5
sg:3c14fd1f899045d6b59dbea0f50b96e8,40.022916,-75.08423499999998,Werthan Ludolph Neurosurgical Assocs,5049 Oxford Ave,20,1433.0,860.0,2,1.1
sg:4225a548e042412b9aeb5335f2f3d6c2,39.915378,-75.234263,Peralta Grocery,6935 Dicks Ave,60,1908.0,6450.0,6,2.2
sg:42c0a39907e1466982b73d46562f0830,40.022298,-75.04731,Non Stop Pizza & Grille,6601 Hegerman St,21,7309.0,1869.0,1,1.3
sg:4871e2ece3c648ba823ec7c6bbbf3471,39.958937,-75.20701700000002,Lombard Central Presbyterian Church,4201 Powelton Ave,10,,9085.0,1,1.0
sg:4db335abea77471bb185d5a2f2577ccb,40.000018,-75.228488,Bala Inn,5004 City Ave,34,4689.0,748.0,7,1.3
sg:6908f6aa58c34e2283a51b7a25cf12a4,40.019114,-75.08124000000002,Auto Tags for Less,4901 Frankford Ave,14,592.0,11144.0,2,1.0
sg:74aab9195bf248d29ae26919f7fc7b0c,39.955667,-75.170811,James Restaurant & Bar,1835 Arch St,13,9721.0,104.0,1,1.0
sg:88e86bc2d43643d48cee3951e1ee04e0,39.949885,-75.154967,Jefferson Pharmacy,833 Chestnut St Ste 1,36,8286.0,1386.0,2,1.9
sg:8950315ad07c4b31befd39a9e238fcc5,39.944516,-75.174066,Loop,1914 South St,20,11117.0,490.0,4,1.3
sg:a26ff7bd8bc14356b3e9eb36f0ca1a2b,40.043396,-75.190646,Family Dollar Stores,6555 Greene St,44,2997.0,484.0,6,2.2
sg:a2a7422860174c6087567c498dee410e,40.043719,-75.12712900000002,Spencer Food Market,400 W Spencer Ave,31,1564.0,899.0,3,1.3
sg:bb896d8ab2dc4c15b72b3ee247b58339,39.901239,-75.23478399999998,AAA Mid Atlantic Fleet Yard,7777 Brewster Ave,24,18107.0,708.0,1,1.2
sg:c22e664fd9d44d08a34daba2e8dbeb0c,39.946411,-75.180728,Rival Bros Coffee,2400 Lombard St,24,1253.0,6624.0,3,1.3
sg:cb6bdf0e7e9a42d2b8da791eef857327,39.955756,-75.201691,Dim Sum House,3939 Chestnut St Fl 2,26,7423.0,5902.0,3,1.5
sg:de7b3a8adaa54cbea2a8db13826d52b4,39.924447,-75.23798599999998,Diamond Auto Detail & Repair,2114 S 67th St,48,1489.0,1200.0,1,1.9
sg:f95107b965044e1b95efdd118111af22,40.038187,-75.070066,Max Myers Playground,1601 Hellerman St,483,2955.0,27048.0,32,13.3
sg:0eff4e105b324872986000dc569c1992,40.04713,-75.059649,R & R Produce,2300 Cottman Ave,33,3025.0,330.0,4,1.7
sg:0fddcd837cd24507816473328b368011,39.962892,-75.213952,Ansa Educational Services At Alaine Locke School,4601 Haverford Ave,17,2181.0,2312.0,1,1.1
sg:110a9668fd7d4e4a9b86bd17222afa37,39.977652,-75.272369,Wingstop,7644 City Ave,28,4865.0,742.0,4,1.6
sg:139ee6857cfc42058d0aba4ebce4e1f6,40.032685,-75.177448,Dollar General,138 W Chelten Ave,62,1946.0,930.0,12,2.3
sg:1409e92230fe4c7b9f5055605421e58a,40.001042,-75.103145,The Mindfulness Factory,1820 E Glenwood Ave Apt 9,84,4477.0,4872.0,6,2.8
sg:2954a18f36a44f9baddc5d5f731ea2a0,39.977256,-75.226088,Dunkin',1501 N 52nd St,41,3385.0,369.0,5,2.2
sg:3131f722cce746e1a589f350d7e63813,39.979144,-75.159929,Subway,1511 Cecil B Moore Avenue Temple University,15,2787.0,150.0,5,1.0
sg:6bac246031434a638d32d4476dc0d541,39.915345,-75.158399,Liberty Steak & Hoagies,2654 S 6th St,11,3336.0,220.0,1,1.0
sg:7e94a70709f54c72841a433c2f9ea8ac,40.057856,-75.141696,City of God Pentecostal Church,1431 Haines St,15,7605.0,765.0,5,1.0
sg:8b0ab7ba48fc44ecb9fe9d95adf09b47,40.035908,-75.046635,Signal 88 Security of Greater Philadelphia,3401 Princeton Ave,164,2031.0,5740.0,11,6.4
sg:957c87b5326c440bb9643c002a9cd3fa,39.975782,-75.262688,Inspirational Angels Therapeutic Massage,7325 Haverford Ave,26,1949.0,2587.0,1,1.4
sg:aaddc3164489460b96992d2bdad70033,39.909689,-75.22710699999998,Herc Rentals,6951 Norwitch Dr,26,8684.0,728.0,1,1.2
sg:d0d3ab20d9f54c958514fb1fa5c07f3b,40.066629,-75.052201,Louis H Farrell Elementary School,8300 Castor Ave,20,766.0,1150.0,1,1.5
sg:e18e8cbd84fa4876bdad4ede1a4d9055,39.949064,-75.147653,Omni Hotel at Independence Park,401 Chestnut St Ste 1,11,8094.0,1694.0,1,1.1
sg:eb3a494f4f8b4f4f8174cf1f791c090c,39.925905,-75.234272,Queen,6433 Woodland Ave,38,3807.0,684.0,4,1.5
sg:eb918aa5f80c4e1286d2c1ad3b4f3433,39.951712,-75.166873,Wawa,33 S 16th St,21,6624.0,2583.0,3,1.1
sg:f1b0f4007e394511b0592dac356c2484,39.917123,-75.175515,Spectrum Eyecare Center,1622 W Oregon Ave,18,7843.0,531.0,2,1.3
sg:f37b5aed8a4e42858604bba4b9e42215,39.939697,-75.20254,FedEx,3600 Grays Ferry Ave,66,6511.0,1914.0,3,2.1
sg:f910b71937b84c17b3a8438fbe692f59,40.002192,-75.168954,Christian Fellowship Evangelistic Church,2331 W Clearfield St,34,6528.0,4964.0,2,1.3
sg:032bad8770c94f7fa53154890a321f7c,40.029073,-75.177758,Canaan Baptist Church,244 W School House Ln,15,,3495.0,1,1.0
sg:1d907b40cf99441497eac5e70b1d2ae7,39.99707100000001,-75.09913,Active Auto Radiator Service,3675 Amber St,30,4502.0,405.0,5,1.2
sg:2387e236552f43e88599898ccaeb7226,40.071584,-75.193966,Acme Markets,7700 Crittenden St,99,2687.0,1584.0,26,2.7
sg:319b291d276140fe8c7f2524f4d6425d,39.985271,-75.126076,The Penalty Box,2532 Coral St,33,4363.0,2409.0,1,1.4
sg:326792c075be46e68425b593a03a580c,39.962909,-75.15947299999998,Parkway Center City,540 N 13th St,10,7425.0,440.0,1,1.0
sg:3d205187eed64185b8313b42b170ea04,39.91856,-75.151912,Our Lady Of Mount Carmel School,2329 S 3rd St,13,318.0,182.0,2,1.1
sg:42d705038a7e40a4aa5fd0e2db4d8b6e,40.000067,-75.066559,Bridesburg Sch,2824 Jenks St,38,2446.0,1083.0,5,1.8
sg:4e697abf289347a1ac03e08ff6eed4b5,40.007765,-75.136994,CARQUEST Auto Parts,501 W Erie Ave,34,2090.0,425.0,1,1.8
sg:6f6949c7db0a4513907b993b56c65879,40.052688,-75.064205,Sherwin-Williams,7327 Castor Ave,12,7996.0,198.0,2,1.0
sg:9d9b7b75094744969426a303b2d3a903,40.036408,-75.103336,Vina Auto Care,5551 Tabor Ave,11,1372.0,143.0,1,1.1
sg:a90d3bf980f34b4e8aa69c19e06dbdb3,40.036999,-75.05184,St John's Evangelical Lutheran Church of Mayfair,3101 Tyson Ave,85,2917.0,2720.0,8,3.3
sg:abb705a6da684d06b00ab54bb031be05,39.916561,-75.167804,The Black Cat Tavern On 12th,2654 S 12th St,19,570.0,456.0,2,1.2
sg:abea976b2f574de9a601b83f2f4908f1,39.919286,-75.159152,New China,2354 S 7th St,11,599.0,462.0,1,1.0
sg:c7a421e091f04a24b08b3920f413a10d,40.099442,-75.02444399999997,BJ's Wholesale Club,2044 Red Lion Rd,706,5174.0,17650.0,106,17.3
sg:cb3590f73b974eaca6c126b0ab2c7092,39.951935,-75.147418,Wyndham,400 Arch St,19,14433.0,209.0,1,1.1
sg:e9dc0e474206464ea8e729a9abbafabc,39.97393,-75.134828,Gryphon Cafe,100 W Oxford St,22,,6831.0,3,1.6
sg:ebc1a5bb60b44f3f8088c0e868958b93,39.95974,-75.245109,Ark of Safety Christian Church,6163 Walnut St,25,3176.0,1750.0,1,1.2
sg:f555d0795fe14cd8a249d42a05558764,40.048209,-75.174098,Roosevelt Theodore Ms,430 E Washington Ln,80,5977.0,4040.0,6,2.9
sg:f9973cc0d9b044859104229376a72696,39.947853,-75.160567,Knock,225 S 12th St,40,9131.0,1980.0,2,1.4
sg:016d1aa0f9a149b48ec8685941afde91,40.073977,-75.033338,A.C. Moore,9111 Roosevelt Blvd,32,4694.0,272.0,3,1.8
sg:2c7daf93056a4bfdb9538a1fe79271ef,40.014524,-75.093515,Chuck's Transmission,1218 Adams Ave,18,8950.0,945.0,1,1.2
sg:33752c7f498c4a60a287f190a3424961,40.004417,-75.218188,Hilton International,4200 City Ave,19,7544.0,1900.0,1,1.1
sg:38a6801380544ce597cb31259d610603,39.960314,-75.169289,King of Tandoor,1824 Callowhill St,10,2138.0,1740.0,1,1.0
sg:47eba5baae8d456fb945178bdd8c8bc5,40.026764,-75.042125,East Coast Dental Lab,6936 Torresdale Ave,10,2841.0,245.0,3,1.0
sg:5b7dfa584ab7456cabdf0c080aa20412,39.968228,-75.210074,Wolf Cycle,4311 Lancaster Ave,16,3204.0,440.0,3,1.3
sg:7057def1c7fb4fd18e8e372bdc9dbd81,39.985986,-75.14941,Eagle Rock Baptist Church,2222 N 10th St,36,10966.0,10386.0,2,1.6
sg:82cc25d39fd4419c9cc9848c6ef64487,40.104485,-75.031173,Chooi Inc Tile And Flooring Expert,805 Red Lion Rd,15,,3405.0,1,1.5
sg:afe04eb5392a4a528a80eb7d45de98c7,39.968537,-75.180493,Fair Mart,2601 Pennsylvania Ave,13,10159.0,130.0,3,1.0
sg:daed00ce155b49298c16283c20a5f849,39.962357,-75.224698,Deborah's Little Shepherd's Too,128 N 52nd St,28,582.0,20160.0,1,2.2
sg:e15fb5f733004e58a77b8fed2fc40232,39.962915,-75.15610500000003,JC Food Market,600 N 11th St,10,,315.0,1,1.0
sg:093d4ef2a0504349939dbdb724845631,39.993383,-75.155194,Domino's Pizza,2628 N Broad St,30,1720.0,240.0,6,1.4
sg:1503a602406e4758b604e5260c0234f2,39.915882,-75.152424,King Food,2554 S American St,30,,1815.0,1,1.3
sg:3afa129058644c3a8686c08b773d1c6c,40.0318,-75.145319,Free Library of Philadelphia Logan Branch,1333 Wagner Ave,14,2301.0,168.0,1,1.0
sg:61190a53294042cc9469d6a4bcb4f578,39.91709,-75.185434,Staples,2290 W Oregon Ave,35,5089.0,665.0,10,1.8
sg:6c5bacb6bd524a27bd5d7e9336d8d5af,40.061111,-75.052176,Mediterranean 2000,8026 Bustleton Ave,20,2837.0,1050.0,1,1.2
sg:7b9b23414ecd4588a3c627ac386ab731,39.966324,-75.141914,Fit4Mom,913 N 3rd St,27,1408.0,1296.0,2,1.4
sg:7dac20dacdaa4e45b861cca0b4a344cf,39.999135,-75.171018,Favors,2867 N Taylor St,54,5398.0,3132.0,5,2.2
sg:8356682bac4a4f88b0e1ff82a33d0078,40.049525,-75.062113,The Shake Seafood,2141 Cottman Ave Unit D,15,2584.0,300.0,3,1.2
sg:86a7cb14acf34da09561831470389855,39.916792,-75.237673,Hope Rising Child Care Learning Center,7014 Elmwood Ave,10,,3925.0,1,1.0
sg:9c5bf84d9d5e48d79ca752b1fe759890,39.97105,-75.227856,Vainer Locksmiths LLC,5318 W Girard Ave,77,2314.0,27951.0,5,3.2
